player_id,name,team,role,age,appearances_last_season,starts_last_season,minutes_last_season,goals_last_season,assists_last_season,clean_sheets_last_season,goals_conceded_last_season,saves_last_season,penalties_scored_last_season,average_rating_last_season,fantasy_average_last_season,injury_risk,injury_risk_available,starting_probability,growth_potential,set_piece_level,data_source,notes,yellow_cards_last_season,red_cards_last_season
415,Weston McKennie,Juventus,C,27,32,27,2320,2,4,1,0,0,0,7.017,7.28,0.2,False,0.832,58,0,api_football_fixtures_2024,,3,0
135519,Gustav Isaksen,Lazio,A,24,37,29,2226,4,2,0,0,0,0,6.926,7.24,0.2,False,0.749,78,0,api_football_fixtures_2024,,5,0
31021,Alberto Grassi,Empoli,C,30,28,27,2215,1,0,0,0,0,0,6.804,6.77,0.2,False,0.939,48,0,api_football_fixtures_2024,,8,0
22015,Boulaye Dia,Lazio,A,29,35,27,2192,9,3,0,0,0,0,6.933,7.76,0.2,False,0.749,48,0,api_football_fixtures_2024,,2,0
290046,Antoine Makoumbou,Cagliari,C,27,33,27,2173,0,3,0,0,0,0,6.695,6.69,0.2,False,0.792,58,0,api_football_fixtures_2024,,4,1
31010,Federico Dimarco,Inter,D,28,33,29,2165,4,7,0,0,0,0,7.335,7.87,0.2,False,0.834,58,0,api_football_fixtures_2024,,3,0
48648,Dan Ndoye,Bologna,C,25,30,26,2151,8,4,0,0,0,2,7.222,8.09,0.2,False,0.846,68,2,api_football_fixtures_2024,,4,0
842,Nikola Vlašić,Torino,C,28,30,23,2128,5,4,0,0,0,2,6.962,7.6,0.2,False,0.773,58,2,api_football_fixtures_2024,,0,0
2286,Davide Zappacosta,Atalanta,D,33,30,26,2075,4,2,0,0,0,0,6.97,7.39,0.2,False,0.837,28,0,api_football_fixtures_2024,,3,0
778,Bryan Cristante,AS Roma,C,30,30,23,2056,4,2,0,0,0,0,7.135,7.47,0.2,False,0.765,48,0,api_football_fixtures_2024,,8,0
47182,Tete Morente,Lecce,C,29,31,23,2029,3,2,0,0,0,0,6.938,7.21,0.2,False,0.738,48,0,api_football_fixtures_2024,,5,0
22007,Hassane Kamara,Udinese,D,31,30,25,2006,1,4,4,0,0,0,6.987,7.05,0.2,False,0.806,38,0,api_football_fixtures_2024,,8,1
43036,Dennis Man,Parma,C,27,33,23,2005,4,4,0,0,0,0,6.833,7.32,0.2,False,0.69,58,0,api_football_fixtures_2024,,0,0
36899,Teun Koopmeiners,Juventus,C,27,28,23,1997,3,3,0,0,0,0,7.031,7.41,0.2,False,0.813,58,0,api_football_fixtures_2024,,3,0
30542,Jens Odgaard,Bologna,A,26,29,24,1975,6,1,0,0,0,0,6.909,7.55,0.2,False,0.806,68,0,api_football_fixtures_2024,,1,0
2763,Mario Pašalić,Atalanta,C,30,34,23,1969,3,4,0,0,0,0,7.012,7.38,0.2,False,0.667,48,1,api_football_fixtures_2024,,1,0
1640,Hakan Çalhanoğlu,Inter,C,31,29,26,1961,5,6,0,0,0,3,7.482,8.12,0.2,False,0.853,38,3,api_football_fixtures_2024,,5,0
6010,Lucas Beltrán,Fiorentina,A,24,33,21,1958,5,4,0,0,0,2,6.851,7.34,0.2,False,0.643,78,2,api_football_fixtures_2024,,6,0
226,Denzel Dumfries,Inter,D,29,29,20,1951,7,2,0,0,0,0,7.147,7.87,0.2,False,0.707,48,0,api_football_fixtures_2024,,4,0
14327,Domagoj Bradarić,Verona,D,26,28,24,1948,1,0,0,0,0,0,6.828,6.83,0.2,False,0.832,68,0,api_football_fixtures_2024,,6,0
30810,Rolando Mandragora,Fiorentina,C,28,29,22,1941,4,3,0,0,0,1,7.243,7.64,0.2,False,0.754,58,1,api_football_fixtures_2024,,7,0
541,Jürgen Ekkelenkamp,Udinese,C,25,34,20,1902,3,2,0,0,0,0,6.883,7.18,0.2,False,0.598,68,0,api_football_fixtures_2024,,2,0
36980,Morten Thorsby,Genoa,C,29,30,22,1902,0,1,0,0,0,0,6.763,6.7,0.2,False,0.725,48,0,api_football_fixtures_2024,,6,0
30488,Riccardo Orsolini,Bologna,C,28,30,23,1885,15,4,0,0,0,3,7.259,8.86,0.2,False,0.746,58,2,api_football_fixtures_2024,,2,0
288699,Máximo Perrone,Como,C,22,26,20,1859,0,3,0,0,0,0,6.949,6.95,0.2,False,0.777,88,0,api_football_fixtures_2024,,6,0
333116,Reda Belahyane,Verona,C,21,28,18,1848,0,2,0,0,0,0,6.809,6.7,0.2,False,0.67,88,0,api_football_fixtures_2024,,6,2
382452,Patrick Dorgu,Lecce,D,21,21,21,1843,3,1,0,0,0,0,6.909,7.29,0.2,False,0.993,88,0,api_football_fixtures_2024,,2,1
308836,Mandela Keita,Parma,C,23,30,24,1827,0,2,0,0,0,0,6.781,6.71,0.2,False,0.763,78,0,api_football_fixtures_2024,,6,1
15673,Ylber Ramadani,Lecce,C,29,29,21,1819,1,1,0,0,0,0,6.796,6.88,0.2,False,0.716,48,0,api_football_fixtures_2024,,3,0
887,Matteo Darmian,Inter,D,36,29,20,1793,3,2,2,0,0,0,6.918,7.25,0.2,False,0.689,18,0,api_football_fixtures_2024,,3,0
266813,Warren Bondo,Monza,C,22,24,22,1785,0,0,0,0,0,0,6.726,6.56,0.2,False,0.89,88,0,api_football_fixtures_2024,,6,1
26315,Nicolás González,Juventus,A,27,26,23,1776,3,2,0,0,0,0,7.028,7.39,0.2,False,0.847,58,0,api_football_fixtures_2024,,3,0
162012,Matteo Ruggeri,Atalanta,D,23,30,19,1760,0,3,0,0,0,0,7.054,7.12,0.2,False,0.639,78,0,api_football_fixtures_2024,,2,0
190958,Balthazar Pierret,Lecce,C,25,30,21,1726,0,0,0,0,0,0,6.743,6.71,0.2,False,0.682,68,0,api_football_fixtures_2024,,2,0
1852,Danilo Cataldi,Fiorentina,C,31,25,23,1724,3,0,0,0,0,0,7.034,7.37,0.2,False,0.874,38,0,api_football_fixtures_2024,,1,0
162907,Alessandro Zanoli,Genoa,D,25,31,19,1714,1,0,0,0,0,0,6.744,6.79,0.2,False,0.613,68,0,api_football_fixtures_2024,,3,0
181808,Fabio Miretti,Genoa,C,22,25,22,1694,3,3,0,0,0,0,6.887,7.33,0.2,False,0.842,88,0,api_football_fixtures_2024,,2,0
263699,Alieu Fadera,Como,C,24,28,20,1667,1,3,0,0,0,0,7.045,7.19,0.2,False,0.698,78,0,api_football_fixtures_2024,,2,1
31079,Francesco Zampano,Venezia,D,32,24,17,1648,1,2,0,0,0,0,6.609,6.71,0.2,False,0.725,38,0,api_football_fixtures_2024,,5,0
1138,Timothy Weah,Juventus,C,25,30,18,1644,5,2,3,0,0,0,6.929,7.43,0.2,False,0.603,68,0,api_football_fixtures_2024,,4,0
782,Lorenzo Pellegrini,AS Roma,C,29,25,20,1632,2,1,0,0,0,1,6.963,7.16,0.2,False,0.778,48,1,api_football_fixtures_2024,,4,0
162106,Yunus Musah,AC Milan,C,23,29,19,1581,0,2,0,0,0,0,6.775,6.76,0.2,False,0.64,78,0,api_football_fixtures_2024,,5,0
3009,Karol Linetty,Torino,C,31,28,18,1559,1,0,0,0,0,0,6.707,6.71,0.2,False,0.636,38,0,api_football_fixtures_2024,,6,0
281096,Patrizio Masini,Genoa,C,24,26,16,1544,1,0,0,0,0,0,6.851,6.91,0.2,False,0.629,78,0,api_football_fixtures_2024,,3,0
876,Nicolò Fagioli,Fiorentina,C,24,32,15,1541,1,2,0,0,0,0,7.049,7.14,0.2,False,0.489,78,0,api_football_fixtures_2024,,4,0
31219,Alessio Zerbin,Venezia,C,26,20,17,1522,1,1,0,0,0,0,6.845,6.94,0.2,False,0.849,68,0,api_football_fixtures_2024,,4,0
56560,Youssef Maleh,Empoli,C,27,22,17,1514,0,1,0,0,0,0,6.749,6.63,0.2,False,0.77,58,0,api_football_fixtures_2024,,5,1
1417,Alexis Saelemaekers,AS Roma,C,26,23,18,1504,7,3,0,0,0,0,7.319,8.25,0.2,False,0.766,68,0,api_football_fixtures_2024,,5,0
1850,Milan Badelj,Genoa,C,36,23,21,1486,1,0,0,0,0,0,6.95,7.04,0.2,False,0.854,18,0,api_football_fixtures_2024,,2,0
30708,Samuele Birindelli,Monza,D,26,21,18,1475,3,0,0,0,0,0,6.917,7.3,0.2,False,0.834,68,0,api_football_fixtures_2024,,2,0
2822,Darko Lazović,Verona,C,35,27,17,1468,2,3,0,0,0,1,6.846,7.18,0.2,False,0.622,18,1,api_football_fixtures_2024,,0,0
628,Adrián Bernabé,Parma,C,24,21,18,1461,1,1,0,0,0,0,7.227,7.39,0.2,False,0.832,78,0,api_football_fixtures_2024,,1,0
30561,Alessandro Deiola,Cagliari,C,30,29,16,1446,2,1,0,0,0,0,6.738,6.88,0.2,False,0.552,48,0,api_football_fixtures_2024,,6,0
30431,Andrea Colpani,Fiorentina,C,26,25,18,1445,2,1,0,0,0,0,6.834,7.09,0.2,False,0.697,68,0,api_football_fixtures_2024,,1,0
343189,Gvidas Gineitis,Torino,C,21,30,15,1423,3,1,0,0,0,0,6.859,7.11,0.2,False,0.508,88,0,api_football_fixtures_2024,,5,0
2118,Răzvan Marin,Cagliari,C,29,33,13,1416,3,2,0,0,0,2,6.856,7.13,0.2,False,0.419,48,2,api_football_fixtures_2024,,4,0
19824,Jordan Zemura,Udinese,D,26,23,13,1415,1,2,0,0,0,0,6.759,6.93,0.2,False,0.601,68,0,api_football_fixtures_2024,,2,0
6383,Martín Payero,Udinese,C,27,25,16,1383,1,1,0,0,0,0,6.901,6.96,0.2,False,0.632,58,0,api_football_fixtures_2024,,5,0
271,Leandro Paredes,AS Roma,C,31,22,15,1379,3,1,0,0,0,2,7.407,7.77,0.2,False,0.686,38,2,api_football_fixtures_2024,,4,0
418,Suat Serdar,Verona,C,28,22,16,1378,2,1,0,0,0,0,6.831,7.01,0.2,False,0.718,58,0,api_football_fixtures_2024,,4,1
39362,Marcus Pedersen,Torino,D,25,29,15,1377,0,0,2,0,0,0,6.517,6.47,0.2,False,0.52,68,0,api_football_fixtures_2024,,3,0
37144,Ridgeciano Haps,Venezia,D,32,25,14,1376,1,1,0,0,0,0,6.763,6.86,0.2,False,0.575,38,0,api_football_fixtures_2024,,3,0
161585,Francisco Conceição,Juventus,C,23,26,12,1341,3,3,0,0,0,0,7.047,7.37,0.2,False,0.495,78,0,api_football_fixtures_2024,,5,1
1208,Hernani,Parma,C,31,25,15,1329,3,3,0,0,0,3,7.054,7.39,0.2,False,0.597,38,2,api_football_fixtures_2024,,7,0
347265,Benjamín Domínguez,Bologna,A,22,24,16,1310,3,2,0,0,0,0,6.797,7.26,0.2,False,0.649,88,0,api_football_fixtures_2024,,0,0
43056,Valentin Mihăilă,Parma,A,26,21,16,1300,0,3,0,0,0,0,6.869,6.96,0.2,False,0.74,68,0,api_football_fixtures_2024,,2,0
400948,Assane Diao,Como,C,20,15,14,1257,8,1,0,0,0,0,7.125,8.73,0.2,False,0.933,95,0,api_football_fixtures_2024,,2,0
1265,Yacine Adli,Fiorentina,C,25,26,15,1248,4,6,0,0,0,0,7.201,7.8,0.2,False,0.564,68,0,api_football_fixtures_2024,,3,1
347644,Arthur Atta,Udinese,C,22,27,12,1246,0,1,0,0,0,0,6.752,6.7,0.2,False,0.465,88,0,api_football_fixtures_2024,,5,0
356888,Niccolò Pisilli,AS Roma,C,21,28,11,1234,2,1,0,0,0,0,6.813,6.94,0.2,False,0.422,88,0,api_football_fixtures_2024,,7,0
1322,Nikola Moro,Bologna,C,27,22,15,1229,0,2,0,0,0,0,7.138,7.21,0.2,False,0.663,58,0,api_football_fixtures_2024,,1,0
31173,Davide Frattesi,Inter,C,26,28,9,1223,5,1,0,0,0,0,7.048,7.6,0.2,False,0.371,68,0,api_football_fixtures_2024,,1,0
275394,Antoine Hainaut,Parma,C,23,25,10,1207,2,0,0,0,0,0,6.855,7.01,0.2,False,0.441,78,0,api_football_fixtures_2024,,4,0
26303,Borna Sosa,Torino,D,27,19,14,1185,0,0,1,0,0,0,6.896,6.9,0.2,False,0.724,58,0,api_football_fixtures_2024,,0,0
178709,Yannik Engelhardt,Como,C,24,26,11,1185,1,1,0,0,0,0,6.976,7.05,0.2,False,0.448,78,0,api_football_fixtures_2024,,4,0
130423,Billy Gilmour,Napoli,C,24,26,13,1178,0,1,0,0,0,0,7.064,7.1,0.2,False,0.501,78,0,api_football_fixtures_2024,,0,0
31273,Tommaso Pobega,Bologna,C,26,21,13,1178,2,2,0,0,0,0,6.936,7.08,0.2,False,0.62,68,0,api_football_fixtures_2024,,6,2
28744,Þórir Jóhann Helgason,Lecce,C,25,21,13,1157,0,4,0,0,0,0,6.848,7.04,0.2,False,0.617,68,0,api_football_fixtures_2024,,0,0
178749,Lazar Samardžić,Atalanta,C,23,31,7,1149,2,1,0,0,0,0,7.012,7.19,0.2,False,0.282,78,0,api_football_fixtures_2024,,3,0
136087,Fabiano Parisi,Fiorentina,D,25,26,11,1140,2,0,1,0,0,0,6.857,7.03,0.2,False,0.442,68,0,api_football_fixtures_2024,,3,0
107153,Kike Pérez,Venezia,C,28,16,13,1121,1,0,0,0,0,0,6.984,7.05,0.2,False,0.802,58,0,api_football_fixtures_2024,,4,0
138777,Faustino Anjorin,Empoli,C,24,22,14,1117,2,3,0,0,0,0,6.953,7.29,0.2,False,0.615,78,0,api_football_fixtures_2024,,3,0
314231,Amir Richardson,Fiorentina,C,23,27,10,1106,1,1,0,0,0,0,6.769,6.81,0.2,False,0.396,78,0,api_football_fixtures_2024,,6,0
659,Maxence Caqueret,Como,C,25,18,15,1097,2,3,0,0,0,0,6.985,7.37,0.2,False,0.786,68,0,api_football_fixtures_2024,,4,0
136016,Hamza Rafia,Lecce,C,26,18,14,1064,0,0,0,0,0,0,6.939,6.83,0.2,False,0.741,68,0,api_football_fixtures_2024,,4,0
2292,Ruben Loftus-Cheek,AC Milan,C,29,19,10,1031,0,0,0,0,0,0,6.87,6.79,0.2,False,0.549,48,0,api_football_fixtures_2024,,3,0
1358,Eljif Elmas,Torino,C,26,13,12,1025,4,0,0,0,0,0,6.869,7.79,0.2,False,0.909,68,0,api_football_fixtures_2024,,0,0
270507,Cesare Casadei,Torino,C,22,15,13,1023,1,1,0,0,0,0,6.996,7.23,0.2,False,0.834,88,0,api_football_fixtures_2024,,1,0
322630,Giovanni Fabbian,Bologna,C,22,30,9,1023,3,1,0,0,0,0,6.699,7.0,0.2,False,0.324,88,0,api_football_fixtures_2024,,2,0
275776,Kristjan Asllani,Inter,C,23,22,10,1014,2,2,0,0,0,2,7.195,7.47,0.2,False,0.472,78,2,api_football_fixtures_2024,,4,0
1639,Marco Brescianini,Atalanta,C,25,29,9,1010,4,2,0,0,0,0,6.831,7.3,0.2,False,0.333,68,0,api_football_fixtures_2024,,1,0
325,Gianluca Gaetano,Cagliari,C,25,28,8,1003,2,4,0,0,0,0,6.72,7.08,0.2,False,0.319,68,0,api_football_fixtures_2024,,0,0
44814,Lewis Ferguson,Bologna,C,26,16,10,985,1,1,0,0,0,1,7.069,7.32,0.2,False,0.643,68,1,api_football_fixtures_2024,,0,0
329,Piotr Zieliński,Inter,C,31,26,8,984,2,2,0,0,0,2,7.011,7.32,0.2,False,0.342,38,2,api_football_fixtures_2024,,0,0
203474,Nicola Zalewski,AS Roma,C,23,23,8,981,1,1,0,0,0,0,6.881,6.97,0.2,False,0.386,78,0,api_football_fixtures_2024,,4,0
31678,Jean-Daniel Akpa Akpro,Monza,C,33,14,12,970,0,0,0,0,0,0,6.585,6.44,0.2,False,0.831,28,0,api_football_fixtures_2024,,4,0
30532,Alfred Duncan,Venezia,C,32,16,12,959,0,0,0,0,0,0,6.851,6.79,0.2,False,0.725,38,0,api_football_fixtures_2024,,2,0
144740,Fisayo Dele-Bashiru,Lazio,C,24,20,12,953,3,1,0,0,0,0,6.848,7.35,0.2,False,0.579,78,0,api_football_fixtures_2024,,0,0
31507,Riccardo Sottil,Fiorentina,C,26,24,9,952,1,1,0,0,0,0,6.918,7.06,0.2,False,0.395,68,0,api_football_fixtures_2024,,1,0
1696,Samuel Chukwueze,AC Milan,C,26,26,9,947,3,2,0,0,0,0,7.047,7.47,0.2,False,0.364,68,0,api_football_fixtures_2024,,0,0
331046,Issa Doumbia,Venezia,C,22,24,10,943,0,0,0,0,0,0,6.613,6.61,0.2,False,0.423,88,0,api_football_fixtures_2024,,0,0
31734,Mattia Felici,Cagliari,C,24,20,9,923,0,3,0,0,0,0,6.665,6.79,0.2,False,0.469,78,0,api_football_fixtures_2024,,1,0
46170,Ivan Ilić,Torino,C,24,19,9,921,1,0,0,0,0,0,6.937,6.99,0.2,False,0.493,78,0,api_football_fixtures_2024,,4,0
182560,Oier Zarraga,Udinese,C,26,22,9,896,1,0,0,0,0,0,6.723,6.86,0.2,False,0.422,68,0,api_football_fixtures_2024,,0,0
211,Matías Vecino,Lazio,C,34,20,7,875,2,3,0,0,0,0,6.904,7.18,0.2,False,0.391,28,0,api_football_fixtures_2024,,7,0
867,Grīgorīs Kastanos,Verona,C,27,27,8,866,1,1,0,0,0,0,6.791,6.87,0.2,False,0.314,58,0,api_football_fixtures_2024,,4,0
22229,Jonathan Ikoné,Como,C,27,27,6,864,2,0,0,0,0,0,6.731,6.93,0.2,False,0.262,58,0,api_football_fixtures_2024,,1,0
286475,Edoardo Bove,Fiorentina,C,23,12,11,856,1,2,0,0,0,0,7.125,7.42,0.2,False,0.879,78,0,api_football_fixtures_2024,,3,0
30436,Matteo Pessina,Monza,C,28,11,10,856,0,0,0,0,0,0,6.774,6.68,0.2,False,0.896,58,0,api_football_fixtures_2024,,2,0
56396,Junior Messias,Genoa,C,34,17,8,851,1,1,0,0,0,0,6.797,7.0,0.2,False,0.496,28,1,api_football_fixtures_2024,,1,0
288769,Tommaso Baldanzi,AS Roma,C,22,31,5,848,1,1,0,0,0,0,6.659,6.76,0.2,False,0.204,88,0,api_football_fixtures_2024,,2,0
866,Juan Cuadrado,Atalanta,D,37,23,7,825,0,2,0,0,0,0,7.06,7.08,0.2,False,0.333,18,0,api_football_fixtures_2024,,3,0
48079,Jesper Karlsson,Lecce,C,27,20,9,800,2,0,0,0,0,1,6.615,6.84,0.2,False,0.448,58,1,api_football_fixtures_2024,,3,0
583,João Félix,AC Milan,A,26,15,8,767,2,0,0,0,0,0,7.071,7.37,0.2,False,0.544,68,0,api_football_fixtures_2024,,3,0
31615,Gaetano Castrovilli,Monza,C,28,21,8,759,0,0,0,0,0,0,6.617,6.62,0.2,False,0.387,58,0,api_football_fixtures_2024,,0,0
22239,Cheikh Niasse,Verona,C,25,11,8,757,0,0,0,0,0,0,6.77,6.59,0.2,False,0.738,68,0,api_football_fixtures_2024,,4,0
182280,Kacper Urbański,Monza,C,21,15,7,755,1,0,0,0,0,0,6.801,6.9,0.2,False,0.494,88,0,api_football_fixtures_2024,,3,0
31390,Pasquale Mazzocchi,Napoli,D,30,20,7,735,0,0,1,0,0,0,6.667,6.62,0.2,False,0.367,48,0,api_football_fixtures_2024,,2,0
951,Michel Aebischer,Bologna,C,28,14,9,728,0,0,0,0,0,0,6.931,6.86,0.2,False,0.623,58,0,api_football_fixtures_2024,,2,0
335071,Medon Berisha,Lecce,C,22,17,7,722,0,1,0,0,0,0,6.919,6.83,0.2,False,0.43,88,0,api_football_fixtures_2024,,5,0
284570,Brooke Norton-Cuffy,Genoa,D,21,14,8,721,0,0,0,0,0,0,6.531,6.53,0.2,False,0.572,88,0,api_football_fixtures_2024,,0,0
346866,Samuel Mbangula,Juventus,A,21,23,7,710,3,3,0,0,0,0,7.144,7.64,0.2,False,0.316,88,0,api_football_fixtures_2024,,1,0
137,Sergi Roberto,Como,D,33,13,8,696,0,1,0,0,0,0,6.748,6.67,0.2,False,0.609,28,0,api_football_fixtures_2024,,4,0
15905,Magnus Kofod Andersen,Venezia,C,26,14,7,692,1,1,0,0,0,0,6.895,7.14,0.2,False,0.515,68,0,api_football_fixtures_2024,,1,0
56851,Michael Folorunsho,Fiorentina,C,27,20,6,685,0,0,0,0,0,0,6.991,6.87,0.2,False,0.324,58,0,api_football_fixtures_2024,,5,0
6409,Nahuel Estévez,Parma,C,30,14,7,664,0,0,0,0,0,0,6.757,6.69,0.2,False,0.508,48,0,api_football_fixtures_2024,,2,0
22174,Adrien Tameze,Torino,C,31,20,9,659,0,0,0,0,0,0,6.627,6.55,0.2,False,0.425,38,0,api_football_fixtures_2024,,3,0
142442,Rui Modesto,Udinese,C,26,20,4,612,0,1,0,0,0,0,6.869,6.89,0.2,False,0.242,68,0,api_football_fixtures_2024,,1,0
118956,Lameck Banda,Lecce,A,24,15,6,609,0,1,0,0,0,0,6.757,6.79,0.2,False,0.415,78,0,api_football_fixtures_2024,,1,0
1090,Antoine Bernede,Verona,C,26,14,7,598,1,0,0,0,0,0,6.724,6.87,0.2,False,0.492,68,0,api_football_fixtures_2024,,2,0
309388,Matteo Prati,Cagliari,C,22,12,8,579,0,0,0,0,0,0,6.496,6.45,0.2,False,0.627,88,0,api_football_fixtures_2024,,1,0
47522,Douglas Luiz,Juventus,C,27,19,3,522,0,0,0,0,0,0,7.044,6.99,0.2,False,0.202,58,0,api_football_fixtures_2024,,2,0
37437,Abdou Harroui,Verona,C,27,10,5,462,1,2,0,0,0,0,6.722,7.17,0.2,False,0.504,58,0,api_football_fixtures_2024,,1,0
197779,Mohamed Kaba,Lecce,C,24,15,2,452,0,0,0,0,0,0,6.658,6.62,0.2,False,0.194,78,0,api_football_fixtures_2024,,1,0
91424,Drissa Camara,Parma,C,23,21,1,444,0,0,0,0,0,0,6.762,6.69,0.2,False,0.104,78,0,api_football_fixtures_2024,,3,0
191979,Jacob Ondrejka,Parma,C,23,12,3,428,5,0,0,0,0,0,7.586,8.84,0.2,False,0.294,78,0,api_football_fixtures_2024,,0,0
56207,Paulo Azzi,Cagliari,D,31,6,5,427,0,0,0,0,0,0,7.011,6.84,0.2,False,0.821,38,0,api_football_fixtures_2024,,2,0
42007,Daniel Silva,Verona,C,25,11,4,425,0,0,0,0,0,0,6.614,6.57,0.2,False,0.383,68,0,api_football_fixtures_2024,,1,0
311083,Cher Ndour,Fiorentina,C,21,9,4,407,0,0,0,0,0,0,6.811,6.76,0.2,False,0.462,88,0,api_football_fixtures_2024,,1,0
382945,Kevin Zeroli,Monza,C,20,9,4,405,0,1,0,0,0,0,6.6,6.71,0.2,False,0.461,95,0,api_football_fixtures_2024,,0,0
1938,Ruslan Malinovskyi,Genoa,C,32,9,4,383,0,2,0,0,0,0,7.127,7.24,0.2,False,0.453,38,0,api_football_fixtures_2024,,2,0
30780,Luca Mazzitelli,Como,C,30,11,3,358,1,1,0,0,0,0,6.999,7.32,0.2,False,0.299,48,0,api_football_fixtures_2024,,1,0
20638,Enzo Le Fée,AS Roma,C,25,6,4,319,0,0,0,0,0,0,6.836,6.75,0.2,False,0.644,68,0,api_football_fixtures_2024,,1,0
22016,Rémi Oudin,Lecce,C,29,11,3,308,0,0,0,0,0,0,6.687,6.64,0.2,False,0.284,48,0,api_football_fixtures_2024,,1,0
3173,Ismaël Bennacer,AC Milan,C,28,6,4,302,0,0,0,0,0,0,6.988,6.82,0.2,False,0.634,58,0,api_football_fixtures_2024,,2,0
41748,Jean Onana,Genoa,C,26,9,2,298,0,0,0,0,0,0,6.451,6.4,0.2,False,0.266,68,0,api_football_fixtures_2024,,1,0
31555,Nicolas Haas,Empoli,C,29,10,2,291,0,0,0,0,0,0,6.763,6.71,0.2,False,0.237,48,0,api_football_fixtures_2024,,1,0
353609,Ibrahim Sulemana,Atalanta,C,22,9,3,282,2,0,0,0,0,0,6.894,7.5,0.2,False,0.338,88,0,api_football_fixtures_2024,,1,0
128353,Matthias Braunöder,Como,C,23,8,3,279,0,0,0,0,0,0,6.243,5.93,0.2,False,0.379,78,0,api_football_fixtures_2024,,3,1
30535,Stefano Sensi,Monza,C,30,12,2,272,1,0,0,0,0,1,6.865,7.12,0.2,False,0.192,48,1,api_football_fixtures_2024,,0,0
453906,Honest Ahanor,Genoa,D,17,6,3,270,0,0,0,0,0,0,6.867,6.87,0.2,False,0.5,95,0,api_football_fixtures_2024,,0,0
30922,Davide Faraoni,Verona,D,34,8,3,263,0,0,0,0,0,0,6.835,6.84,0.2,False,0.372,28,0,api_football_fixtures_2024,,0,0
381354,Lior Kasa,Genoa,C,20,8,2,235,0,0,0,0,0,0,6.698,6.57,0.2,False,0.273,95,0,api_football_fixtures_2024,,2,0
286473,Franco Carboni,Venezia,D,22,8,3,228,0,0,0,0,0,0,6.646,6.52,0.2,False,0.357,88,0,api_football_fixtures_2024,,2,0
179843,Lucas Gourna-Douath,AS Roma,C,22,6,2,226,0,0,0,0,0,0,6.698,6.53,0.2,False,0.359,88,0,api_football_fixtures_2024,,2,0
383018,Marco Palestra,Atalanta,D,20,9,2,218,0,0,0,0,0,0,6.882,6.88,0.2,False,0.236,95,0,api_football_fixtures_2024,,0,0
44594,Saud Abdulhamid,AS Roma,D,26,4,2,205,0,1,0,0,0,0,6.795,7.04,0.2,False,0.521,68,0,api_football_fixtures_2024,,0,0
2734,Philip Billing,Napoli,C,29,10,1,201,1,0,0,0,0,0,6.802,7.05,0.2,False,0.137,48,0,api_football_fixtures_2024,,1,0
74,Sofyan Amrabat,Fiorentina,C,29,2,2,180,0,0,0,0,0,0,6.95,6.95,0.2,False,1.0,48,0,api_football_fixtures_2024,,0,0
203,Roberto Gagliardini,Monza,C,31,8,0,176,0,0,0,0,0,0,6.55,6.49,0.2,False,0.073,38,0,api_football_fixtures_2024,,1,0
28700,Bjarki Steinn Bjarkason,Venezia,C,25,9,1,171,0,0,0,0,0,0,6.639,6.53,0.2,False,0.141,68,0,api_football_fixtures_2024,,2,0
199309,Cheick Oumar Conde,Venezia,C,25,9,1,166,0,0,0,0,0,0,6.625,6.51,0.2,False,0.139,68,0,api_football_fixtures_2024,,2,0
39286,Emil Bohinen,Genoa,C,26,3,1,165,0,0,0,0,0,0,6.436,6.44,0.2,False,0.417,68,0,api_football_fixtures_2024,,0,0
162451,Anass Salah-Eddine,AS Roma,D,24,3,2,153,0,1,0,0,0,0,6.589,6.92,0.2,False,0.637,78,0,api_football_fixtures_2024,,0,0
452430,Sergiu Perciun,Torino,C,19,5,0,148,0,0,0,0,0,0,6.653,6.65,0.2,False,0.099,95,0,api_football_fixtures_2024,,0,0
375321,Richie Sagrado,Venezia,D,21,3,3,143,0,0,0,0,0,0,6.626,6.46,0.2,False,0.859,88,0,api_football_fixtures_2024,,1,0
48406,Domen Črnigoj,Venezia,C,30,8,1,142,0,0,0,0,0,0,6.564,6.56,0.2,False,0.147,48,0,api_football_fixtures_2024,,0,0
334,Simone Verdi,Como,C,33,9,0,125,0,0,0,0,0,0,6.654,6.6,0.2,False,0.046,28,0,api_football_fixtures_2024,,1,0
367577,Simone Pafundi,Udinese,C,19,9,0,113,0,0,0,0,0,0,6.643,6.64,0.2,False,0.042,95,0,api_football_fixtures_2024,,0,0
3014,Szymon Żurkowski,Empoli,C,28,5,0,105,0,0,0,0,0,0,6.55,6.55,0.2,False,0.07,58,0,api_football_fixtures_2024,,0,0
51016,Tajon Buchanan,Inter,C,26,6,0,94,0,0,0,0,0,0,6.578,6.58,0.2,False,0.052,68,0,api_football_fixtures_2024,,0,0
31493,Filippo Melegoni,Genoa,C,26,3,1,87,0,1,0,0,0,0,6.379,6.71,0.2,False,0.33,68,0,api_football_fixtures_2024,,0,0
690,Viktor Kovalenko,Empoli,C,29,6,0,78,0,0,0,0,0,0,6.662,6.66,0.2,False,0.043,48,0,api_football_fixtures_2024,,0,0
410396,Mattia Liberali,AC Milan,C,18,1,1,62,0,0,0,0,0,0,6.9,6.9,0.2,False,0.907,95,0,api_football_fixtures_2024,,0,0
